customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4186-XNXUM,Female,1,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.26,3569.91,No
9163-ZWBQP,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.37,353.66,Yes
2874-AYBPS,Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,49.22,1975.63,No
7094-AWSCG,Female,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,58.8,2026.36,Yes
5471-IHWXI,Male,1,No,No,16,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,61.92,971.82,Yes
8374-BVYRN,Female,1,No,Yes,47,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,106.35,5026.07,No
4398-LDPGE,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.4,443.67,No
6430-EBIXA,Male,1,Yes,No,55,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),34.56,1861.99,No
1449-RGKTT,Female,1,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),75.86,3833.97,Yes
2612-YFRZO,Female,1,Yes,Yes,7,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),32.4,194.0,No
9361-SECWS,Male,1,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.35,2053.6,Yes
8516-HPHGA,Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),99.9,6980.12,No
1675-VFSWG,Male,1,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,41.46,2221.38,No
6153-WPPGS,Male,0,No,No,40,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),25.85,988.17,Yes
7887-MIBCE,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.04,703.18,Yes
3684-ISQSA,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),27.69,708.33,No
2622-SJOKV,Male,0,No,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.32,2341.58,No
1658-DIYYV,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,47.89,403.52,No
6992-ZWXER,Female,1,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,117.06,8270.77,No
7612-CJJQW,Female,1,Yes,No,11,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.16,833.29,Yes
6681-LDQDA,Female,1,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),26.74,743.73,No
2012-FSDXN,Male,1,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.95,2455.6,Yes
2743-GRUPF,Female,1,No,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),56.69,1001.31,Yes
2454-VVCYY,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,92.31,2701.21,Yes
7270-HVYDU,Male,1,Yes,No,65,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),40.44,2595.12,No
5651-OXXBX,Male,1,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,20.98,79.02,No
7933-YOOMP,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.83,2303.53,No
8179-VRWEM,Male,0,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.54,2199.05,No
7473-ZELTB,Female,1,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.44,992.14,No
5627-SCHHH,Female,0,Yes,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),85.84,4157.82,Yes
4581-DFKYJ,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.67,495.71,Yes
4287-YIXAP,Female,0,Yes,No,53,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,22.71,1157.93,No
6713-CXEYW,Female,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,70.38,2065.84,No
7208-RINMC,Male,0,Yes,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.17,6507.78,No
2021-HVFPC,Female,1,No,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,25.16,400.91,No
5974-CAHKM,Female,1,No,No,58,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,31.1,1769.39,No
7588-XGNRO,Male,1,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),76.1,2710.54,No
6749-CXFNT,Female,1,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.26,2516.84,No
4836-HTXTG,Female,1,Yes,No,29,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),100.83,2883.21,Yes
1361-NXCZR,Female,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,48.7,2941.3,Yes
9306-GZCZJ,Male,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),26.33,988.27,Yes
4700-KEKAD,Male,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),91.59,6479.29,No
6523-NMTNC,Male,1,Yes,Yes,64,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.12,4647.02,Yes
9924-TALHI,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.59,792.01,Yes
3435-YJUAY,Female,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),93.01,2037.96,Yes
6740-OSQZO,Female,0,No,No,41,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),99.83,4080.53,Yes
6814-QBPRO,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,110.13,81.76,Yes
8321-HYGZV,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,116.28,6093.65,No
7915-SFWMY,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.9,4172.78,No
4914-JAMJM,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,51.28,688.31,Yes
6462-GZQIM,Female,1,Yes,No,11,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,35.08,350.35,Yes
7881-LHEON,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.2,162.26,No
4274-MGGIS,Male,1,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),90.7,1992.3,No
8291-WKJCU,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.36,4487.31,Yes
9535-TXKIC,Male,1,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),108.45,3534.59,No
7704-RZRMZ,Female,0,No,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),37.62,799.85,No
1998-VOWHV,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.44,747.04,No
5793-ENYZW,Female,1,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),119.74,8111.65,Yes
3453-PISKK,Female,1,No,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,91.43,4284.63,No
7201-PHVFX,Male,0,Yes,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,28.6,849.45,No
2253-GQOHL,Female,0,Yes,No,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,116.72,4218.27,No
7502-HPFIQ,Female,1,No,No,11,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),74.14,861.35,No
7141-NIDGL,Female,1,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,51.81,1438.38,No
3630-CDFKO,Male,0,Yes,Yes,30,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),89.56,2648.16,Yes
3870-UZYUI,Male,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,40.8,2658.71,No
9918-CQITB,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),84.93,4992.2,Yes
3648-AEFNM,Male,1,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.42,831.51,Yes
1331-APFEU,Female,1,No,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,23.5,983.66,No
8018-WUGNY,Female,1,No,No,55,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),105.74,5769.27,Yes
7448-VWAKB,Male,0,No,No,31,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),99.32,3114.39,No
7475-ZDFDC,Female,1,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),41.2,2179.17,Yes
8238-MAKUW,Female,1,No,No,30,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),50.46,1484.4,No
5648-VEZCC,Female,1,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.58,2525.79,Yes
7395-JQQLL,Male,1,Yes,No,52,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72.62,3798.39,No
7604-DZJQW,Female,0,Yes,Yes,24,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),37.49,880.34,No
7143-EEEZA,Female,1,No,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,39.42,2730.18,No
8343-ZXIIB,Female,0,No,No,61,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),100.96,6183.34,Yes
6266-RQXNK,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,79.47,37.79,No
5807-SDODL,Female,0,No,No,35,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,84.97,2958.35,Yes
3611-AJGRU,Female,1,No,No,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),43.79,416.6,Yes
8246-BFASE,Female,1,No,Yes,9,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.2,1016.54,Yes
5791-CJZZN,Male,1,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,22.8,628.53,No
3488-VCUOQ,Male,1,No,Yes,60,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),22.62,1337.04,No
7578-CADFY,Female,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,72.16,2346.44,No
1030-IBGMJ,Male,0,No,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.59,4253.56,Yes
6033-JSWJC,Female,1,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.94,,No
2247-MUWBR,Male,0,No,No,66,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,47.47,3118.84,No
5042-HBYPH,Female,1,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),79.38,1368.42,No
1318-DOHQV,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),36.47,2614.5,No
3278-XYRBF,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,100.83,1020.96,Yes
8578-ONBIH,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,47.85,2892.43,No
4295-NSFFZ,Female,1,No,No,45,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.66,1719.38,Yes
4226-KUBVC,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,72.01,3397.33,No
1175-ATSSE,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.41,1448.64,Yes
4262-INBFL,Female,1,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.04,1631.35,No
3219-YRBAX,Male,1,No,No,45,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.47,2146.78,No
2027-ZHOPJ,Male,1,No,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,113.59,,No
2532-LOGRR,Female,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.93,,Yes
9714-HKXVL,Female,1,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),100.88,5867.01,No
4483-LAYEL,Female,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.95,2618.0,Yes
1084-EWUTS,Male,1,No,Yes,72,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,58.34,4165.81,Yes
1785-PBFLJ,Male,1,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.01,854.79,Yes
8466-UYRZK,Male,0,No,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,102.9,5069.26,No
4128-KMZQZ,Male,1,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.15,486.99,No
9885-GNHBI,Male,1,No,No,37,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),70.67,2591.21,No
3693-AZOMF,Male,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.57,4135.46,Yes
7860-BLDLE,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),74.95,250.15,No
3905-AEAQG,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),110.35,1723.36,Yes
1852-DUCJH,Male,1,Yes,Yes,48,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.44,2460.44,No
4716-MAQOI,Female,0,Yes,No,34,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,56.87,1911.79,No
3608-NVDPF,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,30.95,1811.4,No
2198-YFZPT,Female,0,No,No,47,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),82.9,3887.76,No
2228-KHBEQ,Male,1,Yes,Yes,59,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,60.47,3562.89,No
6137-QHACU,Female,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),117.46,2511.79,No
4341-LJJWR,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,82.81,2416.56,Yes
1449-KXMBI,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.01,60.62,Yes
9825-ZXVWP,Female,1,No,Yes,54,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,104.25,5617.04,No
7830-LULMD,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,101.4,6459.11,No
5043-POZBW,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),86.06,2369.67,No
4260-REFOS,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,109.59,5582.46,Yes
6422-MCAIF,Female,1,No,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),65.32,2778.84,No
1119-XCMSI,Female,1,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,107.85,3104.07,No
1581-BQCKA,Female,1,No,No,35,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),62.9,2155.0,No
7003-RZVKQ,Male,0,No,Yes,44,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,110.63,4827.18,No
7675-IKRNH,Male,1,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),45.17,1187.9,No
3115-INVBR,Female,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),60.38,2535.46,No
4102-QPIJZ,Female,1,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.86,1881.36,No
2114-NDUHZ,Male,0,Yes,No,27,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,118.12,3144.97,No
2980-BRBBM,Male,0,No,Yes,27,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,109.77,2966.71,No
8619-PIKGA,Female,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),74.37,2267.72,No
7033-NPRRB,Male,0,No,No,50,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,119.7,5942.31,Yes
1898-YMIPZ,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,104.18,3371.27,No
6672-CBJID,Male,1,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),39.37,2046.78,No
9371-ARQLY,Male,1,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.77,173.79,No
5287-OXMUA,Female,1,Yes,No,49,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),62.3,3038.51,No
9389-LHBRP,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.38,1589.87,No
7969-BRATV,Female,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.09,1225.15,No
7023-XTEKA,Female,1,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,80.73,4975.83,No
7929-LWYHG,Female,1,No,No,7,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.64,638.58,No
3206-HBASD,Male,1,Yes,Yes,57,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),86.46,4972.08,No
4421-RLLUN,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,100.92,5288.57,No
9936-YHEMH,Female,1,Yes,No,32,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,62.97,2018.04,Yes
2915-JFWWS,Male,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,112.49,6796.12,No
8008-DYBHB,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.79,356.61,No
2362-PSFJH,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.42,803.58,Yes
9072-IEZHS,Male,1,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),52.7,1435.84,Yes
4916-NKFPI,Female,1,Yes,Yes,4,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),33.02,82.57,No
9149-IWMDK,Male,1,No,No,42,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),29.63,1252.95,No
8442-AERUE,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),100.38,66.14,Yes
1749-DOOLZ,Female,1,No,No,17,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,26.56,494.7,No
4649-SNUGM,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.4,3190.12,Yes
6481-NWGSY,Female,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.25,4907.99,No
5503-JJABA,Male,1,No,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.41,2737.7,No
6984-HUHUP,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),44.35,1094.51,No
7943-UFPXG,Female,0,Yes,Yes,55,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),24.15,1327.8,Yes
5729-IFKTP,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),118.83,1278.52,Yes
5109-IPKIW,Female,1,Yes,No,24,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,98.4,2317.6,No
5199-YLIHI,Female,0,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.42,672.5,No
3653-TKNTI,Female,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,75.57,3315.55,Yes
3924-OKCUY,Female,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.65,602.47,Yes
6685-BKIIW,Female,1,Yes,Yes,13,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,46.39,597.1,Yes
2315-EYBRW,Female,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),90.73,6269.54,No
7336-SAFTS,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.75,406.76,No
3400-BBDOU,Female,1,Yes,Yes,45,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.59,3939.02,No
7951-YVFLX,Male,0,No,Yes,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.35,3040.0,Yes
2236-SSIWR,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.17,1042.57,Yes
7072-JDAAJ,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,83.34,5797.95,Yes
5690-XITYM,Female,1,No,Yes,20,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.82,1658.36,Yes
